,business_id,name,state,address,review_count,chicken_total_reviews,chicken_average_rating
182,vaq5SJubaZjIoGhgkwxxUA,Terrace Pointe Café,NV,"3131 Las Vegas Blvd. South, The Strip, Las Vegas, NV 89109",366,75,3.73
183,i2gLXa-MSAS-9oU8K_rnYQ,Bloom,AZ,"8877 N Scottsdale Rd, Ste 402, Scottsdale, AZ 85253",79,8,3.88
184,tdeHd2AVYlEnz9F1UGb84Q,ZuZu at Hotel Valley Ho,AZ,"6850 E Main St, Scottsdale, AZ 85251",202,17,3.53
185,TCqkBVN84Ek0oLmZGAX5xA,Lisa G Cafe and Wine Bar,AZ,"2337 N 7th St, Phoenix, AZ 85006",56,7,4.43
186,ppeTb_JfnAbO200zcTgNMw,Fresco,WI,"227 State St, Capitol, Madison, WI 53703",89,7,4.43
187,Fn8hc8b3357nDJfFksdcbg,Zest - Spirited Dining,AZ,"4117 N 16th St, Phoenix, AZ 85017",12,2,4.0
188,HAgGoHAT9Ar98jjBvhucPA,The Melting Pot,NV,"8955 S. Eastern Avenue, Southeast, Green Valley, NV 89123",14,6,3.83
189,UL3OMN_c-NXHlyb97pDifA,Yard House,AZ,"7014 East Camelback Rd, Scottsdale, AZ 85251",246,49,3.84
190,GJp4zTQPPsCEkUitopGfAQ,Stack Restaurant & Bar,NV,"The Mirage Resort and Casino, 3400 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",380,31,4.06
191,Ez2MFsVT5lJZ05yvK_0AXQ,Pita Jungle,AZ,"7366 E. Shea Blvd., Scottsdale, AZ 85260",286,82,4.02
192,4waggbCK-MSE9dbIdSMfPA,Compass Arizona Grill,AZ,"The Hyatt Regency, 122 N Second St, Phoenix, AZ 85004",135,5,3.6
193,qXG8IlKuvy5k9fJ3y2gLgg,Nobhill Tavern by Michael Mina,NV,"3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",322,33,4.3
194,rXEGCpdboVwczMIDZuXXaA,Sardine,WI,"617 Williamson St, Williamson - Marquette, Madison, WI 53703",191,13,3.92
195,rZbHg4ACfN3iShdsT47WKQ,Bobby Q,AZ,"8501 N 27th Ave, Phoenix, AZ 85051",720,121,4.45
196,45CkLZEIYK4KLDAb5GvxEg,Elephant Bar Restaurant,NV,"2270 Village Walk Dr, Anthem, Henderson, NV 89052",158,34,3.12
197,UpMR63WZgIn8VDKnYpDwXA,Cafe Bellagio,NV,"Bellagio Resort &Casino, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",447,52,3.04
198,Ydc74ermKp1L4fYOrPvzXw,Stoudemire's Downtown,AZ,"3 S 2nd St, Phoenix, AZ 85004",18,3,2.67
199,LEWwr5Qu2NKKv4t2BvtA6A,Moe's Southwest Grill,AZ,"1158 W Washington St, Tempe, AZ 85281",6,1,2.0
200,uCoNIQty4nPrhn_WHo110A,The Cheesecake Factory,NV,"3500 South Las Vegas Blvd., The Strip, Las Vegas, NV 89109",272,53,3.85
201,xfwRO04KbAPw_zRotCfWQQ,Hash House A Go Go,NV,"6800 W Sahara Ave, Westside, Las Vegas, NV 89146",2201,889,3.92
202,_oBxfuBd2qDEWaYsdvP_dg,Gordon Biersch Brewery Restaurant,AZ,"6915 N 95th Ave, Glendale, AZ 85305",91,10,3.1
203,NK-8zniVfA21IQoQCynrDg,America,NV,"New York New York Hotel & Casino, 3790 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",234,23,2.74
204,cdacUBBL2tDbDnB1EfhpQw,Cafe Carumba,AZ,"7303 E Indian School Rd, Scottsdale, AZ 85251",67,5,3.6
205,53YGfwmbW73JhFiemNeyzQ,Olive & Ivy,AZ,"7135 E Camelback Rd, Ste 195, Scottsdale, AZ 85251",654,66,4.23
206,-yxfBYGB6SEqszmxJxd97A,Quiessence Restaurant,AZ,"6106 S 32nd St, Phoenix, AZ 85042",128,4,2.75
207,7cP7WFmWiTVh-raIL3N_Vw,The Roosevelt,AZ,"816 N 3rd St, Phoenix, AZ 85004",221,3,3.67
208,RDX_MLThtKVPb22TvJh9rQ,7th Heaven Eatery,AZ,"2501 E Camelback Rd, Phoenix, AZ 85016",10,3,2.67
209,WS1XuIez_2KP-3RJD-r9kg,THEcafe at THEhotel,NV,"Mandalay Bay Resort and  Casino, 3950 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",123,15,3.73
210,kFmud3f8H8GSO8eeHDNfrA,Table 34,NV,"600 E Warm Springs Rd, Southeast, Las Vegas, NV 89119",92,6,4.33
211,gj0TXVTQzU8xn6Atx7IYwA,Mardi Gras Bar and Grill,AZ,"8040 E Mcdowell Rd, Scottsdale, AZ 85257",11,1,4.0
212,vWnlScr9y2F6_ctDJZ6XLg,Cave Creek Coffee Company,AZ,"6033 E Cave Creek Rd, Cave Creek, AZ 85327",57,4,4.5
213,_fcEpudbiTB4o9wLJ-egTA,Grand Café,NV,"Green Valley Ranch Resort & Spa, 2300 Paseo Verde Pkwy, Anthem, Henderson, NV 89052",48,11,2.73
214,4uDW2Rp9eAPL5BUd5C5-bA,Kona Grill,NV,"750 S Rampart Blvd, Westside, Las Vegas, NV 89145",311,56,3.89
215,BW1JCE3Qj4uIokg7kLUL7w,Wolfgang Puck Bar and Grill,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",767,138,3.86
216,8cL7aJVKTYmLguzXEAS3Lw,Yard House,AZ,"21001 North Tatum Blvd, Phoenix, AZ 85050",208,42,3.9
217,zG_wv69bsllw_PWhOmoAKQ,Tarbell's,AZ,"3213 E Camelback Rd, Phoenix, AZ 85018",160,28,4.39
218,fZVZeZJkziJ7B1rIcmT3Iw,Sierra Gold,NV,"6515 S Jones Blvd, Spring Valley, Las Vegas, NV 89118",116,14,3.93
219,hJVt1P4FOvj-soabliLdaA,Rock-n-Roll Fingers,AZ,"937 E Broadway, Tempe, AZ 85282",89,75,4.43
220,vEeiIvhzz29rO-6EPFqkjQ,Tableau,NV,"3131 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",207,11,3.73
221,yJMLD-6AggZNdC-GonVBsA,Binkley's,AZ,"6920 E Cave Creek Rd, Cave Creek, AZ 85331",171,10,4.9
222,wJ-JsU531VcSKta0oFh15Q,D'Vine Bistro & Wine Bar,AZ,"2837-101 N Power Rd, Ste 101, Mesa, AZ 85207",82,6,3.67
223,tg1xGdWUMX02XD6AVb-kxw,Gray's Tied House,WI,"950 Kimball Ln, Verona, WI 53593",41,4,2.5
224,w19cemjVR8u02PgjFpJ7Mw,Pita Jungle,AZ,"4340 E. Indian School Rd., Phoenix, AZ 85018",242,73,4.18
225,zORdAIouXrGO1yU4sIMweg,BJ's Restaurant & Brewhouse,NV,"10840 West Charleston, Summerlin, Summerlin, NV 89135",240,54,4.02
226,Ni9aqkG_fNWrH02VNlRhLQ,Pho Thanh Huong,NV,"1131 E Tropicana Ave, Ste D, Southeast, Las Vegas, NV 89119",188,23,3.7
227,H0QkByri08NTgd8KEdyCsw,Extreme Pita,AZ,"777 S College Ave, Tempe, AZ 85281",7,3,1.67
228,yMhjh0ASFZscz0QlLxAj0w,Native New Yorker Restaurant,AZ,"23706 S Power Rd, Queen Creek, AZ 85142",19,8,2.88
229,7TMf1NuuAdvhG7IojZSKnw,Zipps Sports Grill,AZ,"3950 W Ray Rd, Chandler, AZ 85226",92,9,3.33
230,DAIBZ-I6i5wEUsxEolzXBA,Chick-fil-A,AZ,"16657 N 83rd Ave, Peoria, AZ 85382",60,28,4.36
231,_EdSQOkATuCtZ5y5A2m0rw,Arby's,AZ,"17031 N Tatum Blvd, Phoenix, AZ 85032",3,1,3.0
232,R1ySBCVS2eQf-s0Z4ifIug,The Gilbert House,AZ,"397 S Gilbert Rd, Gilbert, AZ 85296",102,4,4.25
233,uyg5_fHXJe837GXd-4yiSQ,Native New Yorker,AZ,"21164 N John Wayne Pkwy, Maricopa, AZ 85239",51,6,2.67
234,uKSX1n1RoAzGq4bV8GPHVg,St Francis Restaurant,AZ,"111 E Camelback Rd, Phoenix, AZ 85012",743,85,3.93
235,VXivZOUYeKBFFab9JVHOSA,The Market By Jennifer's,AZ,"3603 E Indian School Rd, Ste A, Phoenix, AZ 85018",39,2,3.0
236,6TH_CEK34v6vwHE3BBMkpg,Long Wong's,AZ,"1455 S Stapley Dr, Mesa, AZ 85204",30,1,5.0
237,xx8DVj1NQfJR33B9e8t5vg,Fireside Restaurant & Tavern,NV,"1785 E Cactus Ave, Southeast, Las Vegas, NV 89183",51,6,3.5
238,yXtCzVqUR6WYARQdawyevw,Charlie Palmer Steak,NV,"3960 S Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",216,2,5.0
239,Sigyvc6NvqxclhrDPG2kAw,Kennedy Tavern,NV,"2235 Village Walk Dr, Ste 157, Anthem, Henderson, NV 89052",16,2,3.5
240,JtvwIwSl6rXVKacqP8avyw,California Pizza Kitchen,NV,"The Mirage Hotel and  Casino, 3400 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",83,20,3.8
241,Pz7SWZQhxL6ZbhL9jE2NTA,MIX,NV,"Mandalay Bay Resort & Casino, 3950 Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",878,41,3.8
242,vAmEaIWMCPrA0JUx3ZCEyQ,Sunset & Vines,NV,"40 Costa Di Lago, Henderson, NV 89011",54,2,4.0
243,dfb_VmNKMJ8QjVi48y5vcQ,PT's,NV,"1383 E Silverado Ranch Blvd, Southeast, Las Vegas, NV 89123",10,2,3.0
244,yfzr4CJpDnbMYq91ADc9dQ,PT's,NV,"6235 S Decatur Blvd, Las Vegas, NV 89118",17,3,4.0
245,-8NkeBMgbGX97In5NEZtqA,Quark's Bar & Restaurant,NV,"Star Trek The Experience, 3000 Paradise Rd, Eastside, Las Vegas, NV 89109",42,7,3.71
246,iDQK85-DyIlSpTz_XhkZVA,The Cheesecake Factory,NV,"The District at Green Valley Ranch, 160 S Green Valley Pky, Henderson, NV 89052",168,49,3.63
247,ywnY2EoUlboGgmXTuczbYQ,PT's,NV,"4424 W Spring Mountain Rd, Chinatown, Las Vegas, NV 89102",24,3,3.0
248,oVfM3YqMRE1Dglf7cmvb2w,David Burke,NV,"The Venetian, 3355 Las Vegas Blvd S, Westside, Las Vegas, NV 89109",84,8,3.5
249,7_7fxuG9ESAFmx-AiMsJHg,Bar Smith,AZ,"130 E Washington St, Phoenix, AZ 85004",97,2,4.0
250,QQplckr0yVO-8DSPFpbGBQ,SKYE,AZ,"16844 N Arrowhead Fountain Center Dr, Peoria, AZ 85382",38,3,3.33
251,UCid2Tas6K4SB9sHO9gQ8w,Elephant Bar Restaurant,AZ,"3405 W Chandler Blvd, Chandler, AZ 85226",133,28,3.43
252,ViiR9YbakbwMBBbaBaaVjg,Riva by Wolfgang Puck,NV,"3355 Las Vegas Blvd N, The Venetian Hotel, Eastside, Las Vegas, NV 89109",27,3,3.67
253,9CLZ-Uwv3nmOlbbGCIhvrQ,Ocean One Bar and Grille,NV,"3785 Las Vegas Blvd S, Ste 620, The Strip, Las Vegas, NV 89136",174,26,2.5
254,SIzUsf5x2RSkPwJS--A4Rw,Methode Bistro,AZ,"6204 N Scottsdale Rd, Scottsdale, AZ 85253",5,1,4.0
255,4TqCyWoWmUpghIVAiSo--g,Basis New American,AZ,"410 E Thunderbird Rd, Phoenix, AZ 85022",18,3,4.67
256,LkUW-NhcFg21GV9IgiUw0A,S'Bistro,AZ,"124 W Main St, Mesa, AZ 85201",8,2,3.0
257,_45p8kOA__aNycVVe-n-KA,Planet Dailies,NV,"3667 Las Vegas Blvd. S., The Strip, Las Vegas, NV 89109",385,67,2.75
258,IVc23uY-36WUNYoIbz42Fg,Switch Restaurant & Wine Bar,AZ,"2603 N Central Ave, Phoenix, AZ 85004",512,92,3.91
259,JyJDtNQYszK_MmEmzhkoDw,PT's,NV,"10075 S Eastern Ave, Anthem, Henderson, NV 89052",25,4,4.25
260,voHJIbWq-lRjWpv1hlSWig,The Foodbar,AZ,"7114 E Stetson Dr, Ste 105, Scottsdale, AZ 85251",15,7,4.0
261,i213sY5rhkfCO8cD-FPr1A,BJ's Restaurant & Brewhouse,AZ,"21001 North Tatum Blvd., Phoenix, AZ 85050",132,24,3.83
262,rSWmudRS67yE-j0Ew2i-mw,Cafe Forte,AZ,"7032 E Main St, Scottsdale, AZ 85251",37,7,3.14
263,mergQjOh4vok_U1Jg8rVzQ,NM Cafe,NV,"Fashion Show Mall Neiman Marcus, 3200 Las Vegas Blvd S, Ste 100, The Strip, Las Vegas, NV 89136",28,7,4.14
264,LczmFOyHd7US9DlxC4FUWg,JT Whitney's Pub & Brewery,WI,"674 S Whitney Way, Madison, WI 53711",6,1,4.0
265,q9_N4b26UhGAYicjueUinQ,Yucca Tap Room,AZ,"29 W Southern Ave, Tempe, AZ 85282",121,4,4.0
266,jsblnIZnHUQGufwVb_yX6g,California Pizza Kitchen,AZ,"2000 E Rio Salado Pkwy, Ste 1253, Tempe, AZ 85281",81,24,3.5
267,bwaj94niH8eOG5p31IKB6Q,Sierra Gold,NV,"1341 W Warm Springs Rd, Henderson, NV 89014",36,5,3.2
268,5tey93wPQOb7z6jOLJZ30w,Half Moon Sports Grill,AZ,"288 E Greenway Pkwy, Ste 103, Phoenix, AZ 85022",108,12,3.58
269,tvyOw9dBJ-ds5fEXMTjzfQ,Clarendon Kitchen + Bar C4,AZ,"401 W Clarendon Ave, Phoenix, AZ 85013",29,7,3.14
270,PCTG40ydF3jtWg0b6YSTJQ,Bongo's Bar & Grill,AZ,"4080 W Ray Rd, Ste 26, Chandler, AZ 85226",17,1,4.0
271,pDXv67UQjBKScEgGhc5yLg,Catch 22 Sports Grill,AZ,"18725 N 32nd St, Phoenix, AZ 85050",70,7,3.14
272,6xDQaprsX-GMl6umXeILPw,101 Bistro,AZ,"101 N 1st Ave, Phoenix, AZ 85003",7,1,4.0
273,0qPmDwHa9NdvvIOgerR8HQ,Canal Restaurant,AZ,"7144 E Stetson Drive, Ste 250, Scottsdale, AZ 85251",40,6,4.0
274,gvtwlFW29b92qcYUAH_v2w,Gordon Biersch Brewery Restaurant,NV,"750 S Rampart Blvd, Ste 16, Westside, Las Vegas, NV 89145",148,24,3.67
275,VO13q-11lh7St1gd7JPI3Q,Grand Lux Cafe,AZ,"7014 E Camelback Rd, Ste 1023, Scottsdale, AZ 85251",104,31,3.55
276,VQTjhYGMIyqSRJHgHLFvjg,Sonoma Casual Dining,AZ,"25 W Van Buren St, Phoenix, AZ 85003",15,3,2.67
277,Gq092IH6eZqhAXwtXcwc6A,SanTan Brewing Company,AZ,"8 S San Marcos Plz, Chandler, AZ 85225",469,41,3.9
278,GjvIDOEhdQB1oPrFeSpxBw,Gordon Biersch,AZ,"18545 N Allied Way, Phoenix, AZ 85054",82,15,3.6
279,ruhhxpj8IrxwMh25eFaKLQ,California Pizza Kitchen,AZ,"1850 South Val Vista Dr, Mesa, AZ 85204",35,6,3.17
280,91ohFfAbLvc7HcI68OHy3w,Company American Bistro,NV,"Luxor Hotel Casino, 3900 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",26,4,3.75
281,GDwvyDgnUombMKvrVnqxvA,Ahnala Mesquite Room,AZ,"10438 N Fort McDowell Rd, Fort McDowell, AZ 85264",16,1,3.0
282,YeDYa6tYL16CyqYvUVOtLw,Margaritaville,AZ,"6751 N Sunset Blvd, Ste E109, Glendale, AZ 85305",161,20,2.7
283,supigcPNO9IKo6olaTNV-g,1130 The Restaurant,AZ,"455 N 3rd St, Ste 1130, Phoenix, AZ 85004",107,17,3.0
284,2VpSPb8IVXNqyVY5n7caGg,ASAP California Pizza Kitchen,AZ,"Phoenix International Airport, 3400 E Sky Harbor Blvd, Terminal 4 near Gate 10, Phoenix, AZ 85034",15,2,2.5
285,CdWrHBOvTZ6i0Z37iFaV3g,Javino's,AZ,"14795 N Northsight Blvd, Scottsdale, AZ 85260",31,3,4.0
286,ld9OqTALe6LRnHyFFThMZg,The Painted Horse Restaurant,AZ,"10989 E Dynamite Blvd, Ste 103, Scottsdale, AZ 85262",18,5,4.6
287,aMxgW7RlILhF-vcD-sihhg,Granite City,WI,"72 W Towne Mall, Madison, WI 53719",67,8,3.25
288,Xn_vBRM_vpy6uhnEBIpt-g,Phil's Grill,AZ,"Grayhawk Country Club, 8620 E. Thompson Peak Pkwy, Scottsdale, AZ 85255",9,4,4.25
289,3EEVGDngt4DEhoOQZIUNUw,Arcadia Farms Cafe,AZ,"1625 N Central Ave, Phoenix, AZ 85004",27,7,3.57
290,o5Xu5zGBgL4jruUXudm2yQ,California Pizza Kitchen,NV,"6659 Las Vegas Blvd South, Bldg C1, STE 100, Southeast, Las Vegas, NV 89119",75,22,3.64
291,BXZvqVclZMv-1_xHCdgOCA,Friday's,WI,"1610 Deming Way, Middleton, WI 53562",16,3,2.67
292,84bLhe1aibxNmogtqSO4rA,Blue Martini,NV,"6593 Las Vegas Blvd S, Ste 214, Southeast, Las Vegas, NV 89119",441,24,3.33
293,KoJ4jNSmqYbmKqcoh-2dNA,Arizona Roadhouse 66,AZ,"Sky Harbor International Airport, B Terminal, Gates 1-14, Phoenix, AZ 85073",22,4,1.25
294,QozXMHqNzkVutP-FhcP30w,Table 10,NV,"The Palazzo, 3327 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",401,38,3.68
295,ymwr8OUokLLxG89gjJ1hjw,The Estate House,AZ,"7134 E Stetson Dr, Ste 200, Scottsdale, AZ 85251",43,3,3.0
296,nhETfCY4OcAgg9pkr_zNQQ,Louis's Las Vegas,NV,"6599 Las Vegas Blvd, Southeast, Las Vegas, NV 89119",5,1,4.0
297,f2nLhBF_tId8eiN6GhJv6g,OC Seven,AZ,"The Scottsdale Athletic Club, 8225 E Indian Bend Rd, Scottsdale, AZ 85250",4,1,4.0
298,nS9Dgj0a5o4Et80jFXBlrw,Martini Bistro,AZ,"Phoenix Sky Harbor International Airport, 3400 E Sky Harbor Blvd, Phoenix, AZ 85034",3,1,4.0
299,MeC8jb8n-9VR5wgBj_7PEw,The Café at Heard Museum North Scottsdale,AZ,"32633 N Scottsdale Rd, Scottsdale, AZ 85262",5,1,4.0
300,j_pce4pG9krrBeYwUni8Pg,Yard House,NV,"6593 Las Vegas Blvd S., Southeast, Las Vegas, NV 89119",641,130,4.05
301,gI4jThFNwy73SzaNvi-1dw,Ling & Louie's Asian Bar and Grill,AZ,"9397 E Shea Blvd, Ste 125, Scottsdale, AZ 85260",130,44,3.82
302,mOXrStaa4BOvFP6SgPo_Yg,Life Cafe,AZ,"Lifetime Fitness, 6850 E Chauncey Ln, Scottsdale, AZ 85250",3,1,5.0
303,qd1ajiZRCwqEQJqCgoN1wg,The Herb Box,AZ,"DC Ranch, 20707 N Pima Rd, Ste 140-145, Scottsdale, AZ 85255",149,23,4.3
304,iV7D7fHKb-bF9fCL_bEMtA,Cork Restaurant,AZ,"4991 S Alma School Rd, Ste 101, Chandler, AZ 85248",148,10,4.1
305,MFPk16G7fAxnCKTyfjw8Vw,Pita Jungle,AZ,"1850 W. Southern Ave., Mesa, AZ 85202",112,26,4.08
306,RN5TVR5k8THsMGFjVbfYkA,Sautee,AZ,"4949 S Alma School Rd, Chandler, AZ 85248",5,2,3.0
307,0mPrp8m_caTxdSGfIxNtTw,Tommy Bahama Restaurant & Bar - Las Vegas,NV,"6635 Las Vegas Blvd. South, Southeast, Las Vegas, NV 89119",205,36,4.08
308,OBUQ86JDhbGWdSxmyIt7Dw,DJT,NV,"Trump International Hotel & Tower, 2000 Fashion Show Dr, The Strip, Las Vegas, NV 89109",51,5,3.6
309,_FBnbgbEwaZshbuoUoSBfA,Simon Restaurant and Lounge,NV,"The Palms, 4381 W Flamingo Rd, Las Vegas, NV 89103",319,32,3.78
310,AaKlegu7gmOCD4rEESF76Q,Maizie's Cafe & Bistro,AZ,"4750 N Central Ave, Phoenix, AZ 85012",336,45,3.82
311,AIN4FSq5ZM4Il5BzXzMNXg,Cracker Barrel Old Country Store,AZ,"1007 N Dobson Rd, Mesa, AZ 85201",89,21,3.57
312,QBJrNGuM7A8V3amEKBlpOw,McFadden's,NV,"Rio Hotel and Casino, 3700 W Flamingo Rd, Las Vegas, NV 89103",55,7,2.0
313,H2pm7yVZci7M5RKhAOYzuA,Claim Jumper,NV,"6629 Las Vegas Blvd S, Southeast, Las Vegas, NV 89119",163,46,3.43
314,He9Dar4bk2vyeiPC7TkUgA,Eddie's House,AZ,"7042 E Indian School Rd, Scottsdale, AZ 85250",208,26,3.88
315,1ZCX18x3LgCNAH4H41QZ-Q,Turf Grill,NV,"Green Valley Ranch Resort & Spa, 2313 Paseo Verde Dr, Anthem, Henderson, NV 89052",8,1,2.0
316,WQc22qucCCtOytbx5CHqbw,Nellie Cashman's Monday Club Cafe,AZ,"The Westin Kierland Resort & Spa, 6902 E Greenway Pkwy, Scottsdale, AZ 85254",19,6,3.17
317,SfzHZTjbQ1yHBFNrtaFtsQ,Great Steak & Potato,NV,"McCarran International Airport, Southeast, Las Vegas, NV 89119",40,2,1.5
318,K869zHqORZUhpbDOxsspuw,Wildberri,AZ,"401 E Bell Rd, Ste 23, Phoenix, AZ 85022",6,1,3.0
319,1hTBIFVqHfI1hRpdS8iIgg,Vogue Bistro,AZ,"15411 W Waddell Rd, Surprise, AZ 85379",126,14,4.0
320,2MmMDll1ZGouFtz_87X5RQ,Greens Gaming & Dining,NV,"2241 N Green Valley Pkwy, Henderson, NV 89014",4,1,2.0
321,Oq3JpmsRsNVKbwKScAP-nw,Blue Sage,AZ,"5350 E Marriott Dr, Phoenix, AZ 85073",27,4,3.5
322,7a8nSGq152yAkKVKmsqpng,Cafe Bink,AZ,"36889 N Tom Darlington Dr, Carefree, AZ 85377",126,19,3.79
323,qwmHm3s8p7J12AIY6Co8HQ,Pita Jungle,AZ,"7530 W Bell Rd, Ste 106, Glendale, AZ 85308",168,52,4.04
324,qb4PzVr19bXXLBf71dd5kQ,Dukes Sports Bar & Grill,AZ,"7607 E McDowell Rd, Scottsdale, AZ 85257",131,8,3.25
325,Oqm8u_eI_LVXOMAJ4wzP9g,Heart and Soul Cafe,AZ,"4705 E Carefree Hwy, Cave Creek, AZ 85331",103,16,4.0
326,41t-hpClH6k5ZlK39Q3WIQ,MountainSide,NV,"1442 E Lake Mead Pkwy, Henderson, NV 89015",25,1,1.0
327,Uke8Pq1m918WW0n0_jEmWw,Market Bistro,AZ,"6501 E Greenway Pkwy, Ste 123, Scottsdale, AZ 85254",55,14,3.93
328,0q98gY5I_5Ad_zLowCDkGA,Lakeside Bar & Grill,AZ,"Lake Pleasant Towne Center, 9980 W Happy Valley Rd, Peoria, AZ 85383",59,5,3.0
329,jfXqQTdxktGQWkELGn-7wA,The Cheesecake Factory,AZ,"Superstition Springs Center, 6613 E Southern Ave, Mesa, AZ 85206",58,12,4.25
330,M_b7P2IBKY6zyqDmXE1kJA,Stratta,NV,"Wynn Las Vegas, 3131 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",191,12,3.25
331,6v0vQm3wXzaFoEywvpbnqg,BJ's Restaurant & Brewhouse,AZ,"9748 W. Northern Ave., Peoria, AZ 85345",110,23,3.35
332,W_iTJxla_wCcEs28FBanNg,Byrd's Pub and Grill,WI,"5956 Executive Dr., Fitchburg, WI 53719",5,2,3.0
333,Q5diW79GD0MSJ10j1HCf8Q,TGI Friday's,AZ,"11025 N Black Canyon Hwy, Phoenix, AZ 85073",4,1,1.0
334,UOA5soaz7A1MLN7LJaDuYw,Bar Tepo,AZ,"1625 S Val Vista Drive, Mesa, AZ 85204",4,1,3.0
335,xaAUyMQRx9N8t5lNhDjIjg,E's Grill Estrella,AZ,"17750 W Elliot Rd, Goodyear, AZ 85338",3,1,4.0
336,DcrM4hwDcU2G6vuh2cnaYQ,noca,AZ,"3118 E Camelback Rd, Phoenix, AZ 85016",311,24,3.58
337,J7LSbTM72--2497H1kkM0w,Alchemy,WI,"1980 Atwood Ave, Schenk - Atwood, Madison, WI 53704",115,7,4.0
338,zFFN-NQjuQROEQW_xtQXWQ,RP Adler's,WI,"8202 Watts Rd, Madison, WI 53719",31,10,3.7
339,2jh1-DuB1L5t8pd1vXutgw,Bilbo's Bar & Grill,NV,"8699 W Charleston Blvd, Westside, Las Vegas, NV 89117",13,1,2.0
340,9ziO3NpoNTKHvIKCBFB_fQ,District American Kitchen and Wine Bar,AZ,"320 N 3rd St, Phoenix, AZ 85004",236,23,3.7
341,SBvw-IpLThBeiJF5qs9oMQ,Nordstrom Cafe,NV,"Fashion Show Mall, 3200 Las Vegas Blvd S., The Strip, Las Vegas, NV 89109",96,24,4.46
342,LQWa1oFDa5xpjfaYHwBwqQ,Jack in the Box,AZ,"141 N. Arizona Ave, Chandler, AZ 85224",3,1,4.0
343,Mk3Zdgr98L5aX8OZbamLUg,Madison's,WI,"119 King St, Capitol, Madison, WI 53703",51,4,2.5
344,ZQZzgR51Yf2PlDpQrwHkOw,John Cutter,NV,"11770 W Charleston Blvd, Summerlin, Las Vegas, NV 89135",102,18,3.11
345,cBpJIOrVXotDI0XAZH_k0g,Yard House,AZ,"9401 West Westgate Blvd, Glendale, AZ 85305",321,56,3.91
346,sry6XEVOqIDLoJRaXAMKjA,Tossed,AZ,"16495 N Scottsdale Rd, Ste 5a-1, Scottsdale, AZ 85254",23,9,3.44
347,CEq1jgP-F6roehvSiv30dQ,de la Cruz Bistro,AZ,"10 W Main St, Mesa, AZ 85209",58,14,3.36
348,L-uPZxooP_ziXCtRrWi8Pw,Café Monarch,AZ,"6934 E 1st Ave, Scottsdale, AZ 85251",253,23,4.61
349,QBOl1IrpvzEpxD9hO3gMwg,Nouveau Bistro,AZ,"3395 W Chandler Blvd, Chandler, AZ 85226",10,3,4.0
350,qjmCVYkwP-HDa35jwYucbQ,True Food Kitchen,AZ,"2502 E Camelback Rd, Phoenix, AZ 85016",624,85,3.89
351,bYVw4AB5Y7plyqxAJgSi5w,The City Cafe,EDH,"19 Blair Street, Newington, Edinburgh EH1 1QR",50,3,4.0
352,maB4VHseFUY2TmPtAQnB9Q,Majerle's Sports Grill,AZ,"Chandler Fashion Center, 3095 W Chandler Blvd, Chandler, AZ 85226",57,8,3.25
353,gY6AhCy22G9yFlAGu9vMFQ,Floyd's Kitchen,AZ,"12601 N Tatum Blvd, Phoenix, AZ 85032",89,32,3.84
354,rQ4z0EStSZE4acgkne6Hmg,Tuck Shop,AZ,"2245 N 12th St, Phoenix, AZ 85006",322,116,4.28
355,giZS_d2r7hMyYXCjCpkZTg,Mission Grille,AZ,"Tempe Mission Palms Hotel, 60 E 5th St, Tempe, AZ 85281",13,1,3.0
356,Q-zcwSfZdlwr6GxH1DBi2Q,Beef 'O' Brady's,WI,"804 Liberty Blvd, Sun Prairie, WI 53590",4,1,1.0
357,9Ep4sguv3HH_8lWyzSogjw,Indulge Burgers & More,AZ,"10392 N Scottsdale Rd, Scottsdale, AZ 85254",248,22,4.32
358,vm9axJ4kMtJNns25FalL6w,FuNuGyz Sports Grill,AZ,"8378 W Thunderbird Rd, Peoria, AZ 85381",47,11,3.64
359,owGvJscfm-k-rpAH8mEmBg,Dayton Street Grille,WI,"The Madison Concourse Hotel And Governor's Club, 1 W Dayton St, Capitol, Madison, WI 53703",18,1,1.0
360,e8FMAuTswDueAlLsNyLhcA,Daily Dose,AZ,"4020 N Scottsdale Rd, Scottsdale, AZ 85251",481,46,3.76
361,kwEQ3uY9Jwmknb5kNg3UlA,Grand Lux Cafe,NV,"PALAZZO Resort Hotel Casino, 3327 Las Vegas Blvd S, Ste 1580, The Strip, Las Vegas, NV 89109",699,177,3.85
362,ekguRa1QybpUaMHqc5vmAw,Antars Sports Bistro,AZ,"9611 W Camelback Rd, Phoenix, AZ 85037",15,5,4.2
