,business_id,name,state,address,review_count,average_rating
193,OaiGAZoW7TQyHfKJAgu5ZQ,PT's,NV,"1661 E Sunset Rd, Southeast, Las Vegas, NV 89119",21,3.22
194,w4gafqTSIkBjqPufGEEh6Q,Blue Ox Central,NV,"6000 S Eastern Ave, Southeast, Las Vegas, NV 89119",25,3.88
195,xUnM3aQI3BIw_zNU8cBgEA,Cili Fine Dining,NV,"5160 Las Vegas Blvd S, Southeast, Las Vegas, NV 89119",26,4.24
196,yUUnMqu_qr9O4EuDCleKeg,Gilligan's Hide Away,NV,"2601 Atlantic St, Eastside, Las Vegas, NV 89121",11,3.71
197,5GhP-RkOgStUMAhdmwJwEw,Yukon Grille,NV,"Arizona Charlie's Boulder Casino Hotel & RV Park, 4575 Boulder Hwy, Las Vegas, NV 89121",8,3.33
198,PayaNmMeZFOFeS_jo7eB8g,Casa Di Amore,NV,"2850 E Tropicana Ave, Eastside, Las Vegas, NV 89121",283,4.13
199,vPFiYlgyTpoqonN3rZkJhg,PT's,NV,"4310 E Tropicana Ave, Eastside, Las Vegas, NV 89121",11,3.0
200,Tc--MNuXGt6ggLzTX4LnOw,Mulligan's Border Bar & Grill,NV,"1235 E Pebble Rd, Southeast, Las Vegas, NV 89123",14,4.31
201,qj2T7GkIVcKCPDFuEqQUrw,DOC Holliday's Saloons,NV,"9310 S Eastern Ave, Las Vegas, NV 89123",7,2.67
202,5oaHZw1g-Rbiianma5zU5g,PT's,NV,"582 E Silverado Ranch Blvd, Southeast, Las Vegas, NV 89123",22,3.67
203,0QtGVVXoDnKJxPA0v2yckA,Ceres,NV,"JW Marriott Las Vegas Resort & Spa, 221 N Rampart Blvd, Westside, Las Vegas, NV 89145",19,3.24
204,co0vxQ8ecXiBy2sGDeHi8A,Jamms Restaurant,NV,"1029 S Rainbow Blvd, Westside, Las Vegas, NV 89145",298,4.07
205,Nv3oky9GGH5KPiXjXIOSKw,PT's,NV,"739 S Rainbow Blvd, Westside, Las Vegas, NV 89145",9,2.7
206,QgeyXkZKSOIS_85pDIVuQQ,Sedona Lounge,NV,"9580 W Flamingo Rd, Spring Valley, Las Vegas, NV 89147",177,3.51
207,vGm5HVOg8M-I7lzAFLzrcg,PT's,NV,"3935 S Durango Dr, Spring Valley, Las Vegas, NV 89147",17,2.71
208,NERLJXacJ3b6peiZ8ceeqA,Hubbard Avenue Diner,WI,"7445 Hubbard Ave, Middleton, WI 53562",107,3.56
209,aRkYtXfmEKYG-eTDf_qUsw,Lux,AZ,"4402 N Central Ave, Phoenix, AZ 85012",747,4.29
210,6YWp7frmHKuPLYSlPyUdsw,Barcelona Restaurants,AZ,"15440 E Greenway Hayden Lp, Scottsdale, AZ 85260",58,3.06
211,E28ht8IEiO6FZbKktSo0Xw,Tommy Bahama Restaurant & Bar - Scottsdale,AZ,"15205 North Kierland Boulevard, 100, Scottsdale, AZ 85254",161,3.83
212,rP76z9iDOFczywAiee-l7A,Red Square Restaurant & Vodka Lounge,NV,"3950 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",405,3.92
213,H6CJflwclNpttYrtsBMsVg,Emeril's New Orleans Fish House,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",542,3.5
214,xyTJYlbE_MLouK6rCou6zg,Burger Bar,NV,"Mandalay Bay Resort & Casino, 3930 S Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",1876,3.92
215,Z3qmQ6N4VEudR45exSHrTg,Mickey's Tavern,WI,"1524 Williamson St, Williamson - Marquette, Madison, WI 53703",103,4.22
216,PrgdIc0zK9nc8jo8I18x8A,Argus,WI,"123 E Main St, Capitol, Madison, WI 53703",29,3.88
217,3x_CqRwRgiHczkqPGAwacA,Orpheum Lobby Restaurant,WI,"216 State St, Capitol, Madison, WI 53703",21,4.0
218,TWtdZw-QCgG71af01hAU4w,Paul's Club,WI,"212 State St, Capitol, Madison, WI 53703",60,3.6
219,EbhnT9RcTyyGNBp1s2NQZQ,Harvest,WI,"21 N Pinckney St, Capitol, Madison, WI 53703",114,3.79
220,N8Q2s-Snz2vL79zB3rEEug,Weary Traveler ,WI,"1201 Williamson St, Williamson - Marquette, Madison, WI 53703",270,3.87
221,qsBet6HtxE0x41cUYl8vgQ,The Kollege Klub,WI,"529 N Lake St, Capitol, Madison, WI 53703",19,2.19
222,5IWu0xhlZEopvIz3w7o_3w,Palm Restaurant,NV,"Caesar's Palace, 3500 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",370,3.93
223,AHzxXDQs4y5htkgD5jIpQA,V Bar,NV,"Venetian Resort Hotel Casino, 3355 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",137,3.72
224,HbUQ_3dlm3uCacmhTEMnuA,Tom Colicchio's Craftsteak,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",1413,4.08
225,WhBxWYRj6rycigYqdXY9cA,Great Dane Pub & Brewing Co,WI,"123 E Doty St, Capitol, Madison, WI 53703",406,3.85
226,lYtEUImN4UeqRiDblcbmkw,Eno Vino Wine Bar & Bistro,WI,"601 Junction Rd, Junction Ridge, Madison, WI 53717",146,4.29
227,aSZzH68--YxNQYAO5nKBkA,Foundation Room,NV,"Mandalay Bay Hotel and Casino, 3950 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",267,3.95
228,jOuERtVf7QePnK9ZcdH5XA,Grand Lux Cafe,NV,"The Venetian Hotel & Casino, 3355 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",1497,3.9
229,M2SjLXsuAy5RNKwxaA5E1g,House of Blues,NV,"Mandalay Bay Hotel, 3950 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",462,3.39
230,nQK95GJD_KB-bc_g14bD9g,Mermaid Cafe,WI,"1929 Winnebago St, Schenk - Atwood, Madison, WI 53704",31,4.03
231,dsMvINhoQbIQgSRTBv2B6g,Caffe Boa Ahwatukee,AZ,"5063 E Elliot Rd, Phoenix, AZ 85044",93,3.7
232,ABrSt3fsirLrUYNVrD3fbQ,The Greene House,AZ,"15024 N Scottsdale Rd, Ste 100, Scottsdale, AZ 85254",201,3.69
233,EWMwV5V9BxNs_U6nNVMeqw,FEZ,AZ,"3815 N Central Ave, Phoenix, AZ 85012",1046,4.14
234,5rtC3OBCIq0WKVoKH--GCg,Bradley Ogden,NV,"Caesars Palace, 3570 Las Vegas Blvd, The Strip, Las Vegas, NV 89109",198,4.04
235,fq3TCuBBaKtRnibcSoRHpQ,T.G.I. Friday's,AZ,"2501 W Happy Valley Rd, Phoenix, AZ 85027",34,3.3
236,1nO6ffHEwZYFBzEsyw1w7w,FIX,NV,"Bellagio, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",367,3.68
237,ZNdsRbGeOfrYYPRl6AziCQ,Michael Mina,NV,"Bellagio Resort &Casino, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",370,4.08
238,aGulqXnFmpOh_5Qh96uBng,Alex,NV,"Wynn Las Vegas, 3131 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",128,4.43
239,vaq5SJubaZjIoGhgkwxxUA,Terrace Pointe Café,NV,"3131 Las Vegas Blvd. South, The Strip, Las Vegas, NV 89109",366,3.7
240,AFx48YCp7n7dn-AXp71zAw,Tapino Kitchen & Wine Bar,AZ,"7000 E Shea Blvd, Ste 1010, Scottsdale, AZ 85254",34,3.97
241,i2gLXa-MSAS-9oU8K_rnYQ,Bloom,AZ,"8877 N Scottsdale Rd, Ste 402, Scottsdale, AZ 85253",79,3.82
242,tdeHd2AVYlEnz9F1UGb84Q,ZuZu at Hotel Valley Ho,AZ,"6850 E Main St, Scottsdale, AZ 85251",202,4.01
243,TCqkBVN84Ek0oLmZGAX5xA,Lisa G Cafe and Wine Bar,AZ,"2337 N 7th St, Phoenix, AZ 85006",56,3.77
244,ppeTb_JfnAbO200zcTgNMw,Fresco,WI,"227 State St, Capitol, Madison, WI 53703",89,4.0
245,Fn8hc8b3357nDJfFksdcbg,Zest - Spirited Dining,AZ,"4117 N 16th St, Phoenix, AZ 85017",12,3.45
246,HAgGoHAT9Ar98jjBvhucPA,The Melting Pot,NV,"8955 S. Eastern Avenue, Southeast, Green Valley, NV 89123",14,4.15
247,UL3OMN_c-NXHlyb97pDifA,Yard House,AZ,"7014 East Camelback Rd, Scottsdale, AZ 85251",246,3.55
248,GJp4zTQPPsCEkUitopGfAQ,Stack Restaurant & Bar,NV,"The Mirage Resort and Casino, 3400 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",380,3.77
249,Ez2MFsVT5lJZ05yvK_0AXQ,Pita Jungle,AZ,"7366 E. Shea Blvd., Scottsdale, AZ 85260",286,3.98
250,PJoiSHK9Pf9BNKf_xB9gFA,Neonopolis,NV,"450 Fremont St, Downtown, Las Vegas, NV 89101",20,2.22
251,2BsEO4TZwg12dOl-FGijsQ,Pharoah's Pheast Buffet,NV,"3900 Las Vegas Blvd S, Luxor, Eastside, Las Vegas, NV 89119",10,2.0
252,4waggbCK-MSE9dbIdSMfPA,Compass Arizona Grill,AZ,"The Hyatt Regency, 122 N Second St, Phoenix, AZ 85004",135,3.48
253,qXG8IlKuvy5k9fJ3y2gLgg,Nobhill Tavern by Michael Mina,NV,"3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",322,4.07
254,rXEGCpdboVwczMIDZuXXaA,Sardine,WI,"617 Williamson St, Williamson - Marquette, Madison, WI 53703",191,4.05
255,rZbHg4ACfN3iShdsT47WKQ,Bobby Q,AZ,"8501 N 27th Ave, Phoenix, AZ 85051",720,4.46
256,eOug4Lp-b5-jrtkoLMQq2g,Circa 1900,AZ,"628 E Adams St., Phoenix, AZ 85004",5,4.5
257,45CkLZEIYK4KLDAb5GvxEg,Elephant Bar Restaurant,NV,"2270 Village Walk Dr, Anthem, Henderson, NV 89052",158,3.11
258,UpMR63WZgIn8VDKnYpDwXA,Cafe Bellagio,NV,"Bellagio Resort &Casino, 3600 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",447,3.17
259,Ydc74ermKp1L4fYOrPvzXw,Stoudemire's Downtown,AZ,"3 S 2nd St, Phoenix, AZ 85004",18,2.13
260,aUHHfCiFtGhN5R6KXCsBKw,Fenix Eatery & Bar,AZ,"3943 E Camelback Rd, Phoenix, AZ 85018",11,3.67
261,LEWwr5Qu2NKKv4t2BvtA6A,Moe's Southwest Grill,AZ,"1158 W Washington St, Tempe, AZ 85281",6,3.0
262,uCoNIQty4nPrhn_WHo110A,The Cheesecake Factory,NV,"3500 South Las Vegas Blvd., The Strip, Las Vegas, NV 89109",272,3.81
263,xfwRO04KbAPw_zRotCfWQQ,Hash House A Go Go,NV,"6800 W Sahara Ave, Westside, Las Vegas, NV 89146",2201,3.84
264,_oBxfuBd2qDEWaYsdvP_dg,Gordon Biersch Brewery Restaurant,AZ,"6915 N 95th Ave, Glendale, AZ 85305",91,3.47
265,NK-8zniVfA21IQoQCynrDg,America,NV,"New York New York Hotel & Casino, 3790 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",234,2.78
266,cdacUBBL2tDbDnB1EfhpQw,Cafe Carumba,AZ,"7303 E Indian School Rd, Scottsdale, AZ 85251",67,3.73
267,53YGfwmbW73JhFiemNeyzQ,Olive & Ivy,AZ,"7135 E Camelback Rd, Ste 195, Scottsdale, AZ 85251",654,3.96
268,-yxfBYGB6SEqszmxJxd97A,Quiessence Restaurant,AZ,"6106 S 32nd St, Phoenix, AZ 85042",128,3.69
269,7cP7WFmWiTVh-raIL3N_Vw,The Roosevelt,AZ,"816 N 3rd St, Phoenix, AZ 85004",221,3.97
270,RDX_MLThtKVPb22TvJh9rQ,7th Heaven Eatery,AZ,"2501 E Camelback Rd, Phoenix, AZ 85016",10,2.62
271,KwGQqUCpHHhOhVqyOL2QTA,Jackrabbit Supper Club,AZ,"4280 N Drinkwater Blvd, Ste 100, Scottsdale, AZ 85251",18,2.63
272,WS1XuIez_2KP-3RJD-r9kg,THEcafe at THEhotel,NV,"Mandalay Bay Resort and  Casino, 3950 S Las Vegas Blvd, The Strip, Las Vegas, NV 89109",123,3.57
273,kFmud3f8H8GSO8eeHDNfrA,Table 34,NV,"600 E Warm Springs Rd, Southeast, Las Vegas, NV 89119",92,4.12
274,gj0TXVTQzU8xn6Atx7IYwA,Mardi Gras Bar and Grill,AZ,"8040 E Mcdowell Rd, Scottsdale, AZ 85257",11,3.2
275,vWnlScr9y2F6_ctDJZ6XLg,Cave Creek Coffee Company,AZ,"6033 E Cave Creek Rd, Cave Creek, AZ 85327",57,3.87
276,McwH1sXxBjbbKt2Ak-MNPQ,The Downstairs Bar,NV,"11261 South Eastern Avenue, Anthem, Henderson, NV 89077",4,3.0
277,irNhzcao8kH6XkNeE916zA,Fusion Restaurant and Lounge,AZ,"4441 N Buckboard Trl, Scottsdale, AZ 85251",6,4.33
278,_fcEpudbiTB4o9wLJ-egTA,Grand Café,NV,"Green Valley Ranch Resort & Spa, 2300 Paseo Verde Pkwy, Anthem, Henderson, NV 89052",48,2.65
279,4uDW2Rp9eAPL5BUd5C5-bA,Kona Grill,NV,"750 S Rampart Blvd, Westside, Las Vegas, NV 89145",311,3.61
280,UDChQLVuz9SYgyyIoEqDkQ,Cheers Bar & Grill,NV,"1220 E Harmon Ave, University, Las Vegas, NV 89119",18,4.53
281,G05ZBbJG1anbt7sOE4GjgA,Regal Beagle,AZ,"6045 W Chandler Blvd, Ste A7, Chandler, AZ 85226",9,3.57
282,eyYyJ2aOOo0sLHU_ThextQ,Zodie's,NV,"3055 E Flamingo Rd, Eastside, Las Vegas, NV 89121",6,3.83
283,K8H3xHHqQU4ptS-KMU1Rpg,Chaser's Bar and Grille,WI,"319 W Gorham St, Capitol, Madison, WI 53703",25,3.29
284,BW1JCE3Qj4uIokg7kLUL7w,Wolfgang Puck Bar and Grill,NV,"MGM Grand Hotel and Casino, 3799 Las Vegas Blvd S, Eastside, Las Vegas, NV 89109",767,3.85
285,8cL7aJVKTYmLguzXEAS3Lw,Yard House,AZ,"21001 North Tatum Blvd, Phoenix, AZ 85050",208,3.69
286,zG_wv69bsllw_PWhOmoAKQ,Tarbell's,AZ,"3213 E Camelback Rd, Phoenix, AZ 85018",160,4.31
287,fZVZeZJkziJ7B1rIcmT3Iw,Sierra Gold,NV,"6515 S Jones Blvd, Spring Valley, Las Vegas, NV 89118",116,3.65
288,hJVt1P4FOvj-soabliLdaA,Rock-n-Roll Fingers,AZ,"937 E Broadway, Tempe, AZ 85282",89,4.39
289,vEeiIvhzz29rO-6EPFqkjQ,Tableau,NV,"3131 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",207,4.03
290,yJMLD-6AggZNdC-GonVBsA,Binkley's,AZ,"6920 E Cave Creek Rd, Cave Creek, AZ 85331",171,4.37
291,wJ-JsU531VcSKta0oFh15Q,D'Vine Bistro & Wine Bar,AZ,"2837-101 N Power Rd, Ste 101, Mesa, AZ 85207",82,3.99
292,tg1xGdWUMX02XD6AVb-kxw,Gray's Tied House,WI,"950 Kimball Ln, Verona, WI 53593",41,3.38
293,AGLuEB0Tqy2gvuyRT2tnlg,Cafe Bistro,AZ,"5101 N Scottsdale Rd, Scottsdale, AZ 85250",3,3.67
294,w19cemjVR8u02PgjFpJ7Mw,Pita Jungle,AZ,"4340 E. Indian School Rd., Phoenix, AZ 85018",242,3.96
295,bNOx8Q50Q6bLxjSBmQDpwg,Bob's Big Boy,NV,"7125 N Durango, Centennial, Las Vegas, NV 89149",6,1.75
296,zORdAIouXrGO1yU4sIMweg,BJ's Restaurant & Brewhouse,NV,"10840 West Charleston, Summerlin, Summerlin, NV 89135",240,3.9
297,VIIoBwWzSkxcD7gp9-i1pw,56 East Bar and Kitchen,AZ,"7131 W Ray Rd, Chandler, AZ 85226",5,3.4
298,Ni9aqkG_fNWrH02VNlRhLQ,Pho Thanh Huong,NV,"1131 E Tropicana Ave, Ste D, Southeast, Las Vegas, NV 89119",188,3.57
299,H0QkByri08NTgd8KEdyCsw,Extreme Pita,AZ,"777 S College Ave, Tempe, AZ 85281",7,2.29
300,YyYQgZR-6bG0gSZlsM20uA,Waters Edge Restaurant,AZ,"13014 N Saguaro Blvd, Fountain Hills, AZ 85268",5,3.75
301,yMhjh0ASFZscz0QlLxAj0w,Native New Yorker Restaurant,AZ,"23706 S Power Rd, Queen Creek, AZ 85142",19,2.85
302,koCfyexzjjF3pZrzijlL3g,Denny's Anthem,AZ,"4211 W Anthem Way, Anthem, AZ 85086",5,3.0
303,7TMf1NuuAdvhG7IojZSKnw,Zipps Sports Grill,AZ,"3950 W Ray Rd, Chandler, AZ 85226",92,3.47
304,DAIBZ-I6i5wEUsxEolzXBA,Chick-fil-A,AZ,"16657 N 83rd Ave, Peoria, AZ 85382",60,4.43
305,_EdSQOkATuCtZ5y5A2m0rw,Arby's,AZ,"17031 N Tatum Blvd, Phoenix, AZ 85032",3,3.5
306,iKIyUViQL_lY0TEw3iUKQw,Crescent Moon,AZ,"Four Seasons Resort, 10600 E Crescent Moon Dr, Scottsdale, AZ 85262",8,3.0
307,R1ySBCVS2eQf-s0Z4ifIug,The Gilbert House,AZ,"397 S Gilbert Rd, Gilbert, AZ 85296",102,3.85
308,uyg5_fHXJe837GXd-4yiSQ,Native New Yorker,AZ,"21164 N John Wayne Pkwy, Maricopa, AZ 85239",51,2.84
309,uKSX1n1RoAzGq4bV8GPHVg,St Francis Restaurant,AZ,"111 E Camelback Rd, Phoenix, AZ 85012",743,3.99
310,VXivZOUYeKBFFab9JVHOSA,The Market By Jennifer's,AZ,"3603 E Indian School Rd, Ste A, Phoenix, AZ 85018",39,4.22
311,6TH_CEK34v6vwHE3BBMkpg,Long Wong's,AZ,"1455 S Stapley Dr, Mesa, AZ 85204",30,3.14
312,XgfKcL7eBJE9B66qoaIlJQ,Freed's Bakery,NV,"9815 S Eastern Ave, Southeast, Las Vegas, NV 89183",253,3.9
313,y-kH7jF1mG5GXmejbHJ_Ag,PT's,NV,"2875 S Nellis Blvd, Sunrise, Las Vegas, NV 89121",4,3.0
314,Nk_G8Z0iUfGlUZfIz3Scvw,Big Town Hero,NV,"3130 E Sunset Rd, Southeast, Las Vegas, NV 89120",3,4.0
315,xx8DVj1NQfJR33B9e8t5vg,Fireside Restaurant & Tavern,NV,"1785 E Cactus Ave, Southeast, Las Vegas, NV 89183",51,3.82
316,yXtCzVqUR6WYARQdawyevw,Charlie Palmer Steak,NV,"3960 S Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",216,3.76
317,Sigyvc6NvqxclhrDPG2kAw,Kennedy Tavern,NV,"2235 Village Walk Dr, Ste 157, Anthem, Henderson, NV 89052",16,3.53
318,JtvwIwSl6rXVKacqP8avyw,California Pizza Kitchen,NV,"The Mirage Hotel and  Casino, 3400 Las Vegas Blvd S, The Strip, Las Vegas, NV 89109",83,3.01
319,bOvxdXGgqaJSzaOoh-VZLQ,"Arizona Charlie's Boulder Casino, Hotel & RV Resort",NV,"4575 Boulder Hwy, Las Vegas, NV 89121",34,3.13
320,Pz7SWZQhxL6ZbhL9jE2NTA,MIX,NV,"Mandalay Bay Resort & Casino, 3950 Las Vegas Boulevard, The Strip, Las Vegas, NV 89119",878,3.86
321,vAmEaIWMCPrA0JUx3ZCEyQ,Sunset & Vines,NV,"40 Costa Di Lago, Henderson, NV 89011",54,3.37
322,dfb_VmNKMJ8QjVi48y5vcQ,PT's,NV,"1383 E Silverado Ranch Blvd, Southeast, Las Vegas, NV 89123",10,3.1
323,yfzr4CJpDnbMYq91ADc9dQ,PT's,NV,"6235 S Decatur Blvd, Las Vegas, NV 89118",17,3.81
324,-8NkeBMgbGX97In5NEZtqA,Quark's Bar & Restaurant,NV,"Star Trek The Experience, 3000 Paradise Rd, Eastside, Las Vegas, NV 89109",42,3.85
325,P8-k3G0pCBmOcfNaA63oLg,PT's,NV,"310 E Warm Springs Rd, Southeast, Las Vegas, NV 89119",6,3.8
326,iDQK85-DyIlSpTz_XhkZVA,The Cheesecake Factory,NV,"The District at Green Valley Ranch, 160 S Green Valley Pky, Henderson, NV 89052",168,3.58
327,ywnY2EoUlboGgmXTuczbYQ,PT's,NV,"4424 W Spring Mountain Rd, Chinatown, Las Vegas, NV 89102",24,3.52
328,oVfM3YqMRE1Dglf7cmvb2w,David Burke,NV,"The Venetian, 3355 Las Vegas Blvd S, Westside, Las Vegas, NV 89109",84,3.79
329,7_7fxuG9ESAFmx-AiMsJHg,Bar Smith,AZ,"130 E Washington St, Phoenix, AZ 85004",97,3.43
330,QQplckr0yVO-8DSPFpbGBQ,SKYE,AZ,"16844 N Arrowhead Fountain Center Dr, Peoria, AZ 85382",38,3.57
331,UCid2Tas6K4SB9sHO9gQ8w,Elephant Bar Restaurant,AZ,"3405 W Chandler Blvd, Chandler, AZ 85226",133,3.19
332,ViiR9YbakbwMBBbaBaaVjg,Riva by Wolfgang Puck,NV,"3355 Las Vegas Blvd N, The Venetian Hotel, Eastside, Las Vegas, NV 89109",27,3.24
333,9CLZ-Uwv3nmOlbbGCIhvrQ,Ocean One Bar and Grille,NV,"3785 Las Vegas Blvd S, Ste 620, The Strip, Las Vegas, NV 89136",174,2.77
334,SIzUsf5x2RSkPwJS--A4Rw,Methode Bistro,AZ,"6204 N Scottsdale Rd, Scottsdale, AZ 85253",5,4.67
335,4TqCyWoWmUpghIVAiSo--g,Basis New American,AZ,"410 E Thunderbird Rd, Phoenix, AZ 85022",18,4.23
336,LkUW-NhcFg21GV9IgiUw0A,S'Bistro,AZ,"124 W Main St, Mesa, AZ 85201",8,3.88
337,_45p8kOA__aNycVVe-n-KA,Planet Dailies,NV,"3667 Las Vegas Blvd. S., The Strip, Las Vegas, NV 89109",385,2.91
338,IVc23uY-36WUNYoIbz42Fg,Switch Restaurant & Wine Bar,AZ,"2603 N Central Ave, Phoenix, AZ 85004",512,3.99
339,JyJDtNQYszK_MmEmzhkoDw,PT's,NV,"10075 S Eastern Ave, Anthem, Henderson, NV 89052",25,3.55
340,voHJIbWq-lRjWpv1hlSWig,The Foodbar,AZ,"7114 E Stetson Dr, Ste 105, Scottsdale, AZ 85251",15,3.8
341,i213sY5rhkfCO8cD-FPr1A,BJ's Restaurant & Brewhouse,AZ,"21001 North Tatum Blvd., Phoenix, AZ 85050",132,3.53
342,xU10GeaLiXcozY8PDMSlKA,Last Exit Bar & Grill,AZ,"1425 W Southern Ave, Tempe, AZ 85282",5,4.6
343,rSWmudRS67yE-j0Ew2i-mw,Cafe Forte,AZ,"7032 E Main St, Scottsdale, AZ 85251",37,3.64
344,mergQjOh4vok_U1Jg8rVzQ,NM Cafe,NV,"Fashion Show Mall Neiman Marcus, 3200 Las Vegas Blvd S, Ste 100, The Strip, Las Vegas, NV 89136",28,3.85
345,LczmFOyHd7US9DlxC4FUWg,JT Whitney's Pub & Brewery,WI,"674 S Whitney Way, Madison, WI 53711",6,3.5
346,5UhvArR-D1cBL3V21oaosQ,Gordon Biersch,NV,"5757 Wayne Newton Blvd, D Terminal, Las Vegas, NV 89136",3,2.5
347,q9_N4b26UhGAYicjueUinQ,Yucca Tap Room,AZ,"29 W Southern Ave, Tempe, AZ 85282",121,3.95
348,jsblnIZnHUQGufwVb_yX6g,California Pizza Kitchen,AZ,"2000 E Rio Salado Pkwy, Ste 1253, Tempe, AZ 85281",81,3.23
349,bwaj94niH8eOG5p31IKB6Q,Sierra Gold,NV,"1341 W Warm Springs Rd, Henderson, NV 89014",36,2.97
350,5tey93wPQOb7z6jOLJZ30w,Half Moon Sports Grill,AZ,"288 E Greenway Pkwy, Ste 103, Phoenix, AZ 85022",108,3.28
351,tvyOw9dBJ-ds5fEXMTjzfQ,Clarendon Kitchen + Bar C4,AZ,"401 W Clarendon Ave, Phoenix, AZ 85013",29,3.0
352,PCTG40ydF3jtWg0b6YSTJQ,Bongo's Bar & Grill,AZ,"4080 W Ray Rd, Ste 26, Chandler, AZ 85226",17,3.27
353,pDXv67UQjBKScEgGhc5yLg,Catch 22 Sports Grill,AZ,"18725 N 32nd St, Phoenix, AZ 85050",70,3.04
354,shUiQtVZpk_YCUmMYJZf-g,Union Wine Bar & Grill,AZ,"3815 N Brown Ave, Scottsdale, AZ 85251",3,3.5
355,6xDQaprsX-GMl6umXeILPw,101 Bistro,AZ,"101 N 1st Ave, Phoenix, AZ 85003",7,3.25
356,CcIJKgrjOv8mIEn-a7M5vw,Madelyn's,AZ,"39504 N Daisy Mountain Dr, Anthem, AZ 85086",4,3.5
357,9L8iNVpzkY1FiDgI4bqu2g,The Restaurant at Platinum,NV,"Platinum Hotel, 211 E Flamingo Rd, Eastside, Las Vegas, NV 89169",8,2.89
358,0qPmDwHa9NdvvIOgerR8HQ,Canal Restaurant,AZ,"7144 E Stetson Drive, Ste 250, Scottsdale, AZ 85251",40,3.6
359,Qif8U7-p8PVK5kDtvR62uQ,Luc's,AZ,"El Pedregal, 34505 N Scottsdale Rd, Scottsdale, AZ 85377",4,4.0
360,gvtwlFW29b92qcYUAH_v2w,Gordon Biersch Brewery Restaurant,NV,"750 S Rampart Blvd, Ste 16, Westside, Las Vegas, NV 89145",148,3.58
361,VO13q-11lh7St1gd7JPI3Q,Grand Lux Cafe,AZ,"7014 E Camelback Rd, Ste 1023, Scottsdale, AZ 85251",104,3.49
362,VQTjhYGMIyqSRJHgHLFvjg,Sonoma Casual Dining,AZ,"25 W Van Buren St, Phoenix, AZ 85003",15,2.77
363,Gq092IH6eZqhAXwtXcwc6A,SanTan Brewing Company,AZ,"8 S San Marcos Plz, Chandler, AZ 85225",469,4.05
364,GjvIDOEhdQB1oPrFeSpxBw,Gordon Biersch,AZ,"18545 N Allied Way, Phoenix, AZ 85054",82,3.46
365,ruhhxpj8IrxwMh25eFaKLQ,California Pizza Kitchen,AZ,"1850 South Val Vista Dr, Mesa, AZ 85204",35,3.0
366,91ohFfAbLvc7HcI68OHy3w,Company American Bistro,NV,"Luxor Hotel Casino, 3900 Las Vegas Blvd S, The Strip, Las Vegas, NV 89119",26,3.57
367,GDwvyDgnUombMKvrVnqxvA,Ahnala Mesquite Room,AZ,"10438 N Fort McDowell Rd, Fort McDowell, AZ 85264",16,2.67
368,YeDYa6tYL16CyqYvUVOtLw,Margaritaville,AZ,"6751 N Sunset Blvd, Ste E109, Glendale, AZ 85305",161,2.61
369,NiYl4WSOKu387JuHixm6_A,Palm Court Restaurant at the Scottsdale Resort,AZ,"7700 E McCormick Pkwy, Scottsdale, AZ 85258",13,4.25
370,supigcPNO9IKo6olaTNV-g,1130 The Restaurant,AZ,"455 N 3rd St, Ste 1130, Phoenix, AZ 85004",107,2.95
371,SByEE69Tp_bg2lYj_PYAvQ,South Beach Restaurant and Lounge,AZ,"9343 E Shea Blvd, Scottsdale, AZ 85260",11,2.6
372,2VpSPb8IVXNqyVY5n7caGg,ASAP California Pizza Kitchen,AZ,"Phoenix International Airport, 3400 E Sky Harbor Blvd, Terminal 4 near Gate 10, Phoenix, AZ 85034",15,2.4
373,CdWrHBOvTZ6i0Z37iFaV3g,Javino's,AZ,"14795 N Northsight Blvd, Scottsdale, AZ 85260",31,3.73
374,ld9OqTALe6LRnHyFFThMZg,The Painted Horse Restaurant,AZ,"10989 E Dynamite Blvd, Ste 103, Scottsdale, AZ 85262",18,4.67
375,aMxgW7RlILhF-vcD-sihhg,Granite City,WI,"72 W Towne Mall, Madison, WI 53719",67,3.5
376,Xn_vBRM_vpy6uhnEBIpt-g,Phil's Grill,AZ,"Grayhawk Country Club, 8620 E. Thompson Peak Pkwy, Scottsdale, AZ 85255",9,3.44
